Tour Code,Themes,Tour Destination,Price
PH1GQJ,"Outdoor Activities,Water Sports,","Jerez de la Frontera,",$$
PPLEXK,"Water Sports,","Old Quarter,Cadiz,Graz,Pueblo,Roman,San Pedro,Spain,Cadiz,",$$$
PNT8UJ,"Outdoor Activities,","Anda,Graz,Europe,",$$
PFNWY1,"Museum,Museum,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Anda,Irving,Malaga,Roman,Seville,Spain,Washington,",$$$
PWWMPH,"Museum,","Archaeological Museum,Market Square,Market Square,Alameda,Anda,Basti,Bath,Cadiz,Candelaria,Columbus,Malaga,Roman,San Carlos,San Mateo,Seville,Villavicencio,Spain,Cadiz,",$$
PTAWUB,"Museum,","Gibraltar,The Old Town,Anda,Malaga,Roman,San Juan,Africa,Europe,Gibraltar,Gibraltar,",$$$
PUAQQV,"Museum,Water Sports,","Gibraltar,The Rocks,Malaga,Roman,Africa,Europe,Gibraltar,Spain,Gibraltar,Tarifa,",$$$
PZYSFN,,"Sidon (Saida),Anda,Carmel,Cerro,Coro,Corona,Malaga,Medina,Paris,Pasto,Roman,Santos,Sidon,",$$$
PRNDC0,,"Ronda,The Rocks,Malaga,Spain,",$$
PJXFSD,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Malaga,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
PHZWNM,"Water Sports,","Gibraltar,The Old Town,The Rocks,Anda,Malaga,Roman,San Juan,Seville,Gibraltar,Spain,Gibraltar,Tarifa,",$$
PE8S1Z,,"Sidon (Saida),White House,Anda,Graz,Malaga,Medina,Pueblo,Rosario,Sidon,Spain,",$$
PCZHFS,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Malaga,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
PSA4AL,"Museum,Museum,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Anda,Irving,Roman,Seville,Spain,Washington,",$$$
P63VPS,"Museum,","Archaeological Museum,Market Square,Market Square,Alameda,Anda,Basti,Bath,Cadiz,Candelaria,Columbus,Roman,San Carlos,San Mateo,Seville,Villavicencio,Spain,Cadiz,",$$
PGC0B0,"Museum,","Gibraltar,The Old Town,Anda,Roman,San Juan,Seville,Africa,Europe,Gibraltar,Gibraltar,",$$$
P0JVD0,"Museum,Water Sports,","Gibraltar,The Rocks,Roman,Seville,Africa,Europe,Gibraltar,Spain,Gibraltar,Tarifa,",$$$
PQKTPJ,,"Sidon (Saida),Anda,Carmel,Cerro,Coro,Corona,Medina,Paris,Pasto,Roman,Santos,Seville,Sidon,",$$$
P2MDKL,,"Ronda,The Rocks,Seville,Spain,",$$
P3AHSM,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Seville,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
PMWHMX,"Water Sports,","Gibraltar,The Old Town,The Rocks,Anda,Roman,San Juan,Seville,Gibraltar,Spain,Gibraltar,Tarifa,",$$
P5Y0EZ,,"Sidon (Saida),White House,Anda,Graz,Medina,Pueblo,Rosario,Seville,Sidon,Spain,",$$
PRNFZ6,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Sevilla,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
PMPZDR,"Water Sports,","Gibraltar,The Old Town,The Rocks,Anda,Roman,San Juan,Gibraltar,Spain,Gibraltar,Tarifa,",$$
P54QRP,,"Sidon (Saida),Anda,Carmel,Cerro,Coro,Corona,Medina,Paris,Pasto,Roman,Santos,Sidon,",$$$
P1BDVH,"Museum,","Gibraltar,The Old Town,Anda,Roman,San Juan,Africa,Europe,Gibraltar,Gibraltar,",$$$
PJWPMT,"Museum,","Archaeological Museum,Market Square,Market Square,Alameda,Anda,Basti,Bath,Cadiz,Candelaria,Columbus,Roman,San Carlos,San Mateo,Seville,Villavicencio,Spain,Cadiz,",$$
PDFJBV,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
P0JH2H,"Museum,","Archaeological Museum,Market Square,Market Square,Santo Domingo,Anda,Bath,Roman,San Marcos,San Mateo,Santiago,Santo Domingo,Villavicencio,Spain,Santo Domingo,El Arenal,",$$
PR111C,"Museum,Museum,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Anda,Irving,Roman,Seville,Spain,Washington,",$$$
PJ6EB4,"Museum,Water Sports,","Gibraltar,The Rocks,Roman,Africa,Europe,Gibraltar,Spain,Gibraltar,Tarifa,",$$$
P2J3YC,,"Sidon (Saida),White House,Anda,Graz,Medina,Pueblo,Rosario,Sidon,Spain,",$$
P2BEGN,,"Ronda,The Rocks,Cadiz,Spain,Cadiz,",$$
PSAW0Y,"World Heritage Site,","Stonehenge,City Center,Lisbon,Roman,Temple,Portugal,",$$
PJF47Z,"Water Sports,Water Sports,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Porto,Santa Maria,Bata,Lisbon,Martin,Most,Porto,Santa Maria,Portugal,",$$
PF4PGQ,,"Barcelona,Barcelona,",$$$$
PKL0QL,"Museum,","Lisbon,Portugal,",$$
PENEVQ,"Outdoor Activities,","The Old Town,Lisbon,Portugal,",$$
PN2CPG,,"Setúbal,Lisbon,Portugal,",$$
P7CTHV,,"Sintra,Cabo,City Center,Lisbon,Europe,Cascais,Estoril,Sintra,",$$
PAGPWW,,"City Center,Lisbon,",$
PWH79E,,"City Center,Lisbon,",$
PU1XTY,"Museum,","Lisbon,Portugal,",$$
PPDDCC,"Water Sports,Water Sports,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Porto,Santa Maria,Bata,Lisbon,Martin,Most,Porto,Santa Maria,Portugal,",$$
PSVQVN,,"Setúbal,Lisbon,",$$
PGF1RU,"Museum,Museum,Museum,Museum,","Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,Vatican City and the Sistine Chapel,",$
PUPR1Y,,"Sintra,Cabo,City Center,Lisbon,Europe,Cascais,Estoril,Sintra,",$$
P0JR0V,"Water Sports,Water Sports,Water Sports,World Heritage Site,","Lisbon,St John,",$$
PY0TJE,,"Alfama,Belvedere,Tram 28,Belem,Chia,City Center,Lisbon,Portugal,",$$
PQVPGJ,"Water Sports,Water Sports,Water Sports,World Heritage Site,","Lisbon,St John,",$
P7YWH5,"National Park,","Golden Gate Bridge,Setúbal,Cabo,Lisbon,Praia,San Francisco,San Francisco,Albufeira,Golden Beach,Golden Sands,",$
P10JUW,"National Park,","Golden Gate Bridge,Setúbal,Cabo,Lisbon,Praia,San Francisco,San Francisco,Albufeira,Golden Beach,Golden Sands,",$$
P5E1DA,,"Alfama,Belvedere,Tram 28,Belem,Chia,City Center,Lisbon,Portugal,",$$
PMTUDX,,"Yarra River,Melbourne,Shiraz,Australia,",$$$$
P67WSH,,"Federation Square,Melbourne Cricket Ground (MCG),Melbourne,Riverside,",$$$$
PZ0J5N,,"Botanical Gardens,Botanical Gardens,Federation Square,Gardens,Melbourne Cricket Ground (MCG),Melbourne,Riverside,Botanical Garden (Orto Botanico), Padua,",$$$$
PLYF3T,,"Yarra River,",$$$$
P0KYQC,,"Federation Square,Melbourne Cricket Ground (MCG),Melbourne,Riverside,",$$$
PPDV8D,,"Yarra River,",$$$$
PAKBXF,"Outdoor Activities,Outdoor Activities,","Bhaktapur,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Royal Palace,The Royal Palace (Koninklijk Paleis),Beni,Furth,Kathmandu,Mountains,Pokhara,Riverside,Tibet,Nepal,Kathmandu Valley ,",$$$$
PFCP2T,"Outdoor Activities,Outdoor Activities,Water Sports,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Annapurna Region,Bhaktapur,Durbar Square,Eastern Shore,Himalayas,Kathmandu,Mountains,Pokhara,Temple,Tibet,Nepal,Kathmandu Valley ,",$$$$
PH80CR,"Outdoor Activities,Outdoor Activities,","Bhaktapur,Hot Springs,Dhar,Furth,Kathmandu,Lida,Mansa,Tibet,Nepal,Kuta,Kathmandu Valley ,",$$$$
PW3Y1H,"National Park,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Mount Everest,Namche Bazaar,Himalayas,Kathmandu,Mountains,Saga,Nepal,Sagarmatha National Park,",$$$$
PDCGAD,"Outdoor Activities,Outdoor Activities,Outdoor Activities,Water Sports,","Annapurna Region,Hot Springs,Gangapur,Himalayas,Kathmandu,Mountains,Pokhara,Tibet,Burundi,Nepal,Kathmandu Valley ,",$$$$
PJF8AP,,"Bhaktapur,Himalayas,Kathmandu,Mountains,Naga,Nepal,Kathmandu Valley ,",$$
P76ZR1,"World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Durbar Square,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Royal Palace,The Royal Palace (Koninklijk Paleis),Kathmandu,Temple,Nepal,Kathmandu Valley ,",$$
PV72TJ,"World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Kathmandu,Most,Tibet,Nepal,",$$
PZ141X,"Museum,Museum,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Nara,Himalayas,Kathmandu,Mountains,Naga,Sunrise,Temple,Nepal,Kathmandu Valley ,",$$
P1YWLU,,"Himalayas,Kathmandu,Mountains,Naga,Sunrise,Kathmandu Valley ,",$$
PQR20W,"Museum,Museum,Museum,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Bhaktapur,Durbar Square,Nara,Patan,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),Kathmandu,Patan,Nepal,Kathmandu Valley ,",$$
PFGEMX,"World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Boudhanath Stupa,Durbar Square,Royal Palace,Royal Palace,Royal Palace,Royal Palace (Haw Kham),The Royal Palace,The Royal Palace (Koninklijk Paleis),Kathmandu,Temple,Tibet,Nepal,Kathmandu Valley ,",$$
P0DSYF,"National Park,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Bharatpur,Kathmandu,Luxu,Mountains,India,Nepal,Chitwan National Park,",$$$$
P0VHN1,,"Himalayas,Kathmandu,Mountains,Nepal,",$$$
P1PC11,"National Park,Sky Activities,","Mount Everest,Himalayas,Kathmandu,Mountains,Saga,Sagarmatha National Park,",$$$$
P310SY,"World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Bhaktapur,Boudhanath Stupa,Durbar Square,Kathmandu,Mountains,Temple,Tibet,India,Nepal,",$$
PMATA5,"Museum,Museum,","Honolulu,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$
PKUBDT,"Museum,Museum,","Honolulu,Kauai,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$$$
PWBDRC,"Museum,Museum,","Honolulu,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$
PZFZNW,,"Paradise,Hawaii,Arizona,Hawaii,",$
P0NQUR,"National Park,Sky Activities,","Hue Airport,Hawaii Volcanoes National Park,Kauai,Hawaii,Hawaii,Hawaii Volcanoes National Park,",$$$$
PJXCUU,"Water Sports,Water Sports,Water Sports,",,$$
PQSUUS,"Water Sports,","Gran Canaria,",$$
PTB4EY,"Museum,Museum,","Oahu,Tahiti,The Islands,Fiji,New Zealand,Samoa,Tonga,Hawaii,Arizona,Hawaii,",$$$
PGB3L2,"Water Sports,",,$$$
PE10ZF,"Water Sports,Water Sports,Water Sports,",,$$
PLA5AY,"National Park,","Hawaii Volcanoes National Park,Big Island,Maui,Oahu,Hawaii,Maui,Arizona,Hawaii,Hawaii Volcanoes National Park,",$$
PZRG0M,,"Himalayas,Kathmandu,Mountains,Naga,Sunrise,Kathmandu Valley ,",$$
PX4T2Y,"National Park,Outdoor Activities,Outdoor Activities,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Mount Everest,Namche Bazaar,Himalayas,Kathmandu,Mountains,Saga,Nepal,Sagarmatha National Park,",$$$$
PS2BXZ,,"Himalayas,Kathmandu,Mountains,Nepal,",$$$
PYUYLC,"National Park,Sky Activities,","Kahului Airport,Hawaii Volcanoes National Park,Kauai,Maui,Hawaii,Kahului,Maui,Hawaii,Hawaii Volcanoes National Park,",$$$$
PKYZ11,"World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,World Heritage Site,","Bhaktapur,Boudhanath Stupa,Durbar Square,Kathmandu,Mountains,Temple,Tibet,India,Nepal,",$$
PGAZPH,"Museum,Museum,","Honolulu,Kauai,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$$$
PZFZNW,,"Paradise,Hawaii,Arizona,Hawaii,",$
PMATA5,"Museum,Museum,","Honolulu,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$
PKUBDT,"Museum,Museum,","Honolulu,Kauai,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$$$
PWBDRC,"Museum,Museum,","Honolulu,Oahu,Hawaii,Honolulu,Arizona,Hawaii,Missouri,",$$
P0NQUR,"National Park,Sky Activities,","Hue Airport,Hawaii Volcanoes National Park,Kauai,Hawaii,Hawaii,Hawaii Volcanoes National Park,",$$$$
PGQAHN,"National Park,Sky Activities,","Haleakala National Park,Hana Highway,Bath,Luxu,Maui,Merced,Most,Hawaii,Kahului,Maui,Hawaii,",$$$$
PFQJEC,"National Park,Sky Activities,","Haleakala National Park,Hana Highway,Bath,Luxu,Maui,Merced,Most,Hawaii,Kahului,Maui,Hawaii,",$$$$
